"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"IN099999901","PORT BLAIR, IN","2022-09-10","81","87","77"
"IN099999901","PORT BLAIR, IN","2022-09-11","81","87","77"
"IN099999901","PORT BLAIR, IN","2022-09-12","81","89","77"
"IN099999901","PORT BLAIR, IN","2022-09-13","81","89","78"
"IN099999901","PORT BLAIR, IN","2022-09-14","80","87",
"IN099999901","PORT BLAIR, IN","2022-09-15","78","86","73"
"IN099999901","PORT BLAIR, IN","2022-09-16","78","87","74"
"IN099999901","PORT BLAIR, IN","2022-09-17","77","81",
"IN099999901","PORT BLAIR, IN","2022-09-18","81","86","75"
"IN099999901","PORT BLAIR, IN","2022-09-19","82","87","79"
"IN099999901","PORT BLAIR, IN","2022-09-20","82","89",
"IN099999901","PORT BLAIR, IN","2022-09-21","80","90",
"IN099999901","PORT BLAIR, IN","2022-09-22","80","88","76"
"IN099999901","PORT BLAIR, IN","2022-09-23","80","88","73"
"IN099999901","PORT BLAIR, IN","2022-09-24","79","89","75"
"IN099999901","PORT BLAIR, IN","2022-09-25","80","86","76"
"IN099999901","PORT BLAIR, IN","2022-09-26","81",,"76"
"IN099999901","PORT BLAIR, IN","2022-09-27","80","87","76"
"IN099999901","PORT BLAIR, IN","2022-09-28","82","88","77"
"IN099999901","PORT BLAIR, IN","2022-09-29","80","89","77"
"IN099999901","PORT BLAIR, IN","2022-09-30","78","82",
"IN099999901","PORT BLAIR, IN","2022-10-01","79","84",
"IN099999901","PORT BLAIR, IN","2022-10-02","83","88","76"
"IN099999901","PORT BLAIR, IN","2022-10-03","82","87","79"
"IN099999901","PORT BLAIR, IN","2022-10-04","80","86",
"IN099999901","PORT BLAIR, IN","2022-10-05","79","86",
"IN099999901","PORT BLAIR, IN","2022-10-06","79",,"74"
"IN099999901","PORT BLAIR, IN","2022-10-07","78","83","75"
"IN099999901","PORT BLAIR, IN","2022-10-08","81","87","77"
"IN099999901","PORT BLAIR, IN","2022-10-09","81","87",
"IN099999901","PORT BLAIR, IN","2022-10-10","78","88",
"IN099999901","PORT BLAIR, IN","2022-10-11","78","85","74"
"IN099999901","PORT BLAIR, IN","2022-10-12","78","84","75"
"IN099999901","PORT BLAIR, IN","2022-10-13","80","88","75"
"IN099999901","PORT BLAIR, IN","2022-10-14","81","87","75"
"IN099999901","PORT BLAIR, IN","2022-10-15","81","87","76"
"IN099999901","PORT BLAIR, IN","2022-10-16","81","87","76"
"IN099999901","PORT BLAIR, IN","2022-10-17","77",,
"IN099999901","PORT BLAIR, IN","2022-10-18","79","86","75"
"IN099999901","PORT BLAIR, IN","2022-10-19","80","83","74"
"IN099999901","PORT BLAIR, IN","2022-10-20","82","87",
"IN099999901","PORT BLAIR, IN","2022-10-21","79","86",
"IN099999901","PORT BLAIR, IN","2022-10-22","80","85","76"
"IN099999901","PORT BLAIR, IN","2022-10-23","79","82","77"
"IN099999901","PORT BLAIR, IN","2022-10-24","80","86","75"
"IN099999901","PORT BLAIR, IN","2022-10-25","81","90","77"
"IN099999901","PORT BLAIR, IN","2022-10-26","81","87","77"
"IN099999901","PORT BLAIR, IN","2022-10-27","82","88","77"
"IN099999901","PORT BLAIR, IN","2022-10-28","83","89","78"
"IN099999901","PORT BLAIR, IN","2022-10-29","78","86",
"IN099999901","PORT BLAIR, IN","2022-10-30","80","86","72"
"IN099999901","PORT BLAIR, IN","2022-10-31","81","87","77"
"IN099999901","PORT BLAIR, IN","2022-11-01","81","87",
"IN099999901","PORT BLAIR, IN","2022-11-02","81","88","75"
"IN099999901","PORT BLAIR, IN","2022-11-03","80","87","75"
"IN099999901","PORT BLAIR, IN","2022-11-04","81","86","75"
"IN099999901","PORT BLAIR, IN","2022-11-05","82","87","78"
"IN099999901","PORT BLAIR, IN","2022-11-06","82",,"80"
"IN099999901","PORT BLAIR, IN","2022-11-07","82","87",
"IN099999901","PORT BLAIR, IN","2022-11-08","79","82","76"
"IN099999901","PORT BLAIR, IN","2022-11-09","82","87","76"
"IN099999901","PORT BLAIR, IN","2022-11-10","82","88",
"IN099999901","PORT BLAIR, IN","2022-11-11","82","88","78"
"IN099999901","PORT BLAIR, IN","2022-11-12","82","88","76"
"IN099999901","PORT BLAIR, IN","2022-11-13","82",,
"IN099999901","PORT BLAIR, IN","2022-11-14","80","85","75"
"IN099999901","PORT BLAIR, IN","2022-11-15","78","85",
"IN099999901","PORT BLAIR, IN","2022-11-16","78","85","75"
"IN099999901","PORT BLAIR, IN","2022-11-17","78","83","74"
"IN099999901","PORT BLAIR, IN","2022-11-18","80","85","76"
"IN099999901","PORT BLAIR, IN","2022-11-19","81","86",
"IN099999901","PORT BLAIR, IN","2022-11-20","82","87","78"
"IN099999901","PORT BLAIR, IN","2022-11-21","81","88",
"IN099999901","PORT BLAIR, IN","2022-11-22","81","89","76"
"IN099999901","PORT BLAIR, IN","2022-11-23","80","86","78"
"IN099999901","PORT BLAIR, IN","2022-11-24","79","86","77"
"IN099999901","PORT BLAIR, IN","2022-11-25","79","84",
"IN099999901","PORT BLAIR, IN","2022-11-26","80","88","75"
"IN099999901","PORT BLAIR, IN","2022-11-27","80","86","76"
"IN099999901","PORT BLAIR, IN","2022-11-28","81","88","77"
"IN099999901","PORT BLAIR, IN","2022-11-29","82","88","76"
"IN099999901","PORT BLAIR, IN","2022-11-30","82","88","77"
"IN099999901","PORT BLAIR, IN","2022-12-01","83","89","80"
"IN099999901","PORT BLAIR, IN","2022-12-02","83","88","80"
"IN099999901","PORT BLAIR, IN","2022-12-03","83","89",
"IN099999901","PORT BLAIR, IN","2022-12-04","83","89","79"
"IN099999901","PORT BLAIR, IN","2022-12-05","80","86",
"IN099999901","PORT BLAIR, IN","2022-12-06","80","84",
"IN099999901","PORT BLAIR, IN","2022-12-07","79","82","75"
"IN099999901","PORT BLAIR, IN","2022-12-08","81","86","77"
"IN099999901","PORT BLAIR, IN","2022-12-09","80","87",
"IN099999901","PORT BLAIR, IN","2022-12-10","81","88","76"
"IN099999901","PORT BLAIR, IN","2022-12-11","81","88","75"
"IN099999901","PORT BLAIR, IN","2022-12-12","81","88","76"
"IN099999901","PORT BLAIR, IN","2022-12-13","82","88","76"
"IN099999901","PORT BLAIR, IN","2022-12-14","82","86","79"
"IN099999901","PORT BLAIR, IN","2022-12-15","81","85","79"
"IN099999901","PORT BLAIR, IN","2022-12-16","83","87","77"
"IN099999901","PORT BLAIR, IN","2022-12-17","82","87","80"
"IN099999901","PORT BLAIR, IN","2022-12-18","82","87","77"
"IN099999901","PORT BLAIR, IN","2022-12-19","82","85","80"
"IN099999901","PORT BLAIR, IN","2022-12-20","82","86","80"
"IN099999901","PORT BLAIR, IN","2022-12-21","82","86","80"
"IN099999901","PORT BLAIR, IN","2022-12-22","82","86","79"
"IN099999901","PORT BLAIR, IN","2022-12-23","82","87","79"
"IN099999901","PORT BLAIR, IN","2022-12-24","82","87","79"
"IN099999901","PORT BLAIR, IN","2022-12-25","81","86","79"
"IN099999901","PORT BLAIR, IN","2022-12-26","81","89","78"
"IN099999901","PORT BLAIR, IN","2022-12-27","80","86","78"
"IN099999901","PORT BLAIR, IN","2022-12-28","80","86",
"IN099999901","PORT BLAIR, IN","2022-12-29","79","86",
"IN099999901","PORT BLAIR, IN","2022-12-30","78","86","72"
"IN099999901","PORT BLAIR, IN","2022-12-31","79","87","70"
"IN099999901","PORT BLAIR, IN","2023-01-01","80","86",
"IN099999901","PORT BLAIR, IN","2023-01-02","80","86","73"
"IN099999901","PORT BLAIR, IN","2023-01-03","81","86","77"
"IN099999901","PORT BLAIR, IN","2023-01-04","82","86","79"
"IN099999901","PORT BLAIR, IN","2023-01-05","82","88","78"
"IN099999901","PORT BLAIR, IN","2023-01-06","82","88","77"
"IN099999901","PORT BLAIR, IN","2023-01-07","81","87",
"IN099999901","PORT BLAIR, IN","2023-01-08","80","87","74"
"IN099999901","PORT BLAIR, IN","2023-01-09","80","87","74"
"IN099999901","PORT BLAIR, IN","2023-01-10","81","87","74"
"IN099999901","PORT BLAIR, IN","2023-01-11","80","87","73"
"IN099999901","PORT BLAIR, IN","2023-01-12","80","86","72"
"IN099999901","PORT BLAIR, IN","2023-01-13","80","86","74"
"IN099999901","PORT BLAIR, IN","2023-01-14","78","86",
"IN099999901","PORT BLAIR, IN","2023-01-15","77","86","68"
"IN099999901","PORT BLAIR, IN","2023-01-16","77","86","68"
"IN099999901","PORT BLAIR, IN","2023-01-17","77",,"68"
"IN099999901","PORT BLAIR, IN","2023-01-18","77","86","69"
"IN099999901","PORT BLAIR, IN","2023-01-19","80","86","69"
"IN099999901","PORT BLAIR, IN","2023-01-20","81","89","77"
"IN099999901","PORT BLAIR, IN","2023-01-21","81","86","77"
"IN099999901","PORT BLAIR, IN","2023-01-22","81","89","77"
"IN099999901","PORT BLAIR, IN","2023-01-23","80","88","73"
"IN099999901","PORT BLAIR, IN","2023-01-24","81","88","74"
"IN099999901","PORT BLAIR, IN","2023-01-25","81","89","74"
"IN099999901","PORT BLAIR, IN","2023-01-26","81","87",
"IN099999901","PORT BLAIR, IN","2023-01-27","81","87","74"
"IN099999901","PORT BLAIR, IN","2023-01-28","82","88","79"
"IN099999901","PORT BLAIR, IN","2023-01-29","82","86","79"
"IN099999901","PORT BLAIR, IN","2023-01-30","81","85",
"IN099999901","PORT BLAIR, IN","2023-01-31","81","86","79"
"IN099999901","PORT BLAIR, IN","2023-02-01","82","87","79"
"IN099999901","PORT BLAIR, IN","2023-02-02","82","87","78"
"IN099999901","PORT BLAIR, IN","2023-02-03","81","87","75"
"IN099999901","PORT BLAIR, IN","2023-02-04","82","88","78"
"IN099999901","PORT BLAIR, IN","2023-02-05","82","88","78"
"IN099999901","PORT BLAIR, IN","2023-02-06","82","88",
"IN099999901","PORT BLAIR, IN","2023-02-07","82","89","76"
"IN099999901","PORT BLAIR, IN","2023-02-08","82","89","77"
"IN099999901","PORT BLAIR, IN","2023-02-09","80","88",
"IN099999901","PORT BLAIR, IN","2023-02-10","81","89","72"
"IN099999901","PORT BLAIR, IN","2023-02-11","80","87","73"
"IN099999901","PORT BLAIR, IN","2023-02-12","81","89","72"
"IN099999901","PORT BLAIR, IN","2023-02-13","79","89","72"
"IN099999901","PORT BLAIR, IN","2023-02-14","78","88","69"
"IN099999901","PORT BLAIR, IN","2023-02-15","79",,"68"
"IN099999901","PORT BLAIR, IN","2023-02-16","82","87","76"
"IN099999901","PORT BLAIR, IN","2023-02-17","77","86",
"IN099999901","PORT BLAIR, IN","2023-02-18","80","87","74"
"IN099999901","PORT BLAIR, IN","2023-02-19","80","88","74"
"IN099999901","PORT BLAIR, IN","2023-02-20","79","87","73"
"IN099999901","PORT BLAIR, IN","2023-02-21","80","87","72"
"IN099999901","PORT BLAIR, IN","2023-02-22","81","88","74"
"IN099999901","PORT BLAIR, IN","2023-02-23","81","88","76"
"IN099999901","PORT BLAIR, IN","2023-02-24","80","87",
"IN099999901","PORT BLAIR, IN","2023-02-25","81","88","72"
"IN099999901","PORT BLAIR, IN","2023-02-26","83","89","78"
"IN099999901","PORT BLAIR, IN","2023-02-27","82","87","80"
"IN099999901","PORT BLAIR, IN","2023-02-28","82","89","78"
"IN099999901","PORT BLAIR, IN","2023-03-01","81","89","74"
"IN099999901","PORT BLAIR, IN","2023-03-02","82","89","74"
"IN099999901","PORT BLAIR, IN","2023-03-03","82","89",
"IN099999901","PORT BLAIR, IN","2023-03-04","82","89","76"
"IN099999901","PORT BLAIR, IN","2023-03-05","83","88","78"
"IN099999901","PORT BLAIR, IN","2023-03-06","82","87","76"
"IN099999901","PORT BLAIR, IN","2023-03-07","83","89","77"
"IN099999901","PORT BLAIR, IN","2023-03-08","83","89","77"
"IN099999901","PORT BLAIR, IN","2023-03-09","83","89","77"
"IN099999901","PORT BLAIR, IN","2023-03-10","82","89","74"
"IN099999901","PORT BLAIR, IN","2023-03-11","82","90","75"
"IN099999901","PORT BLAIR, IN","2023-03-12","83","90","76"
"IN099999901","PORT BLAIR, IN","2023-03-13","84","89","79"
"IN099999901","PORT BLAIR, IN","2023-03-14","82","87","80"
"IN099999901","PORT BLAIR, IN","2023-03-15","83","88","79"
"IN099999901","PORT BLAIR, IN","2023-03-16","84","89","80"
"IN099999901","PORT BLAIR, IN","2023-03-17","83","89","80"
"IN099999901","PORT BLAIR, IN","2023-03-18","83","89","79"
"IN099999901","PORT BLAIR, IN","2023-03-19","83","89","79"
"IN099999901","PORT BLAIR, IN","2023-03-20","83",,"78"
"IN099999901","PORT BLAIR, IN","2023-03-21","84","89","78"
"IN099999901","PORT BLAIR, IN","2023-03-22","82","89","78"
"IN099999901","PORT BLAIR, IN","2023-03-23","83","89","75"
"IN099999901","PORT BLAIR, IN","2023-03-24","83","89","76"
"IN099999901","PORT BLAIR, IN","2023-03-25","83","89","76"
"IN099999901","PORT BLAIR, IN","2023-03-26","83","90","76"
"IN099999901","PORT BLAIR, IN","2023-03-27","82","89","76"
"IN099999901","PORT BLAIR, IN","2023-03-28","82","89","76"
"IN099999901","PORT BLAIR, IN","2023-03-29","84","90","77"
"IN099999901","PORT BLAIR, IN","2023-03-30","84","90","78"
"IN099999901","PORT BLAIR, IN","2023-03-31","83","91",
"IN099999901","PORT BLAIR, IN","2023-04-01","82","90","75"
"IN099999901","PORT BLAIR, IN","2023-04-02","83","90","75"
"IN099999901","PORT BLAIR, IN","2023-04-03","83","89","76"
"IN099999901","PORT BLAIR, IN","2023-04-04","83","91","76"
"IN099999901","PORT BLAIR, IN","2023-04-05","82","90","75"
"IN099999901","PORT BLAIR, IN","2023-04-06","83","90","76"
"IN099999901","PORT BLAIR, IN","2023-04-07","84","91","76"
"IN099999901","PORT BLAIR, IN","2023-04-08","84","91","77"
"IN099999901","PORT BLAIR, IN","2023-04-09","84","91","78"
"IN099999901","PORT BLAIR, IN","2023-04-10","85","91","78"
"IN099999901","PORT BLAIR, IN","2023-04-11","85","92",
"IN099999901","PORT BLAIR, IN","2023-04-12","85","93","77"
"IN099999901","PORT BLAIR, IN","2023-04-13","85","94","78"
"IN099999901","PORT BLAIR, IN","2023-04-14","85","94","78"
"IN099999901","PORT BLAIR, IN","2023-04-15","85","94","77"
"IN099999901","PORT BLAIR, IN","2023-04-16","85","94","78"
"IN099999901","PORT BLAIR, IN","2023-04-17","85","94","80"
"IN099999901","PORT BLAIR, IN","2023-04-18","86","93","81"
"IN099999901","PORT BLAIR, IN","2023-04-19","85","93","81"
"IN099999901","PORT BLAIR, IN","2023-04-20","86","94","80"
"IN099999901","PORT BLAIR, IN","2023-04-21","86","97","81"
"IN099999901","PORT BLAIR, IN","2023-04-22","86","93","81"
"IN099999901","PORT BLAIR, IN","2023-04-23","86","93","81"
"IN099999901","PORT BLAIR, IN","2023-04-24","86","92","80"
"IN099999901","PORT BLAIR, IN","2023-04-25","87",,"82"
"IN099999901","PORT BLAIR, IN","2023-04-26","87","93","80"
"IN099999901","PORT BLAIR, IN","2023-04-27","87","93","82"
"IN099999901","PORT BLAIR, IN","2023-04-28","86","93",
"IN099999901","PORT BLAIR, IN","2023-04-29","87","95","80"
"IN099999901","PORT BLAIR, IN","2023-04-30","87","93","81"
"IN099999901","PORT BLAIR, IN","2023-05-01","87","94","83"
"IN099999901","PORT BLAIR, IN","2023-05-02","86","93",
"IN099999901","PORT BLAIR, IN","2023-05-03","86","93","80"
"IN099999901","PORT BLAIR, IN","2023-05-04","85","93",
"IN099999901","PORT BLAIR, IN","2023-05-05","85","93","79"
"IN099999901","PORT BLAIR, IN","2023-05-06","85","94",
"IN099999901","PORT BLAIR, IN","2023-05-07","86",,"81"
"IN099999901","PORT BLAIR, IN","2023-05-08","87","93","81"
"IN099999901","PORT BLAIR, IN","2023-05-09","86","92","82"
"IN099999901","PORT BLAIR, IN","2023-05-10","82","91",
"IN099999901","PORT BLAIR, IN","2023-05-11","81","87",
"IN099999901","PORT BLAIR, IN","2023-05-12","82","89","75"
"IN099999901","PORT BLAIR, IN","2023-05-13","86",,"81"
"IN099999901","PORT BLAIR, IN","2023-05-14","84","89",
"IN099999901","PORT BLAIR, IN","2023-05-15","84","90",
"IN099999901","PORT BLAIR, IN","2023-05-16","84","91","80"
"IN099999901","PORT BLAIR, IN","2023-05-17","84","91","79"
"IN099999901","PORT BLAIR, IN","2023-05-18","84","91","79"
"IN099999901","PORT BLAIR, IN","2023-05-19","84","92","78"
"IN099999901","PORT BLAIR, IN","2023-05-20","85","92","80"
"IN099999901","PORT BLAIR, IN","2023-05-21","84","93","79"
"IN099999901","PORT BLAIR, IN","2023-05-22","84","93","80"
"IN099999901","PORT BLAIR, IN","2023-05-23","85","95",
"IN099999901","PORT BLAIR, IN","2023-05-24","85","92","78"
"IN099999901","PORT BLAIR, IN","2023-05-25","85","94",
"IN099999901","PORT BLAIR, IN","2023-05-26","85","92","78"
"IN099999901","PORT BLAIR, IN","2023-05-27","85","93","79"
"IN099999901","PORT BLAIR, IN","2023-05-28","86","92","81"
"IN099999901","PORT BLAIR, IN","2023-05-29","81","90",
"IN099999901","PORT BLAIR, IN","2023-05-30","84","91","79"
"IN099999901","PORT BLAIR, IN","2023-05-31","83","91","76"
"IN099999901","PORT BLAIR, IN","2023-06-01","84","91","78"
"IN099999901","PORT BLAIR, IN","2023-06-02","82","92",
"IN099999901","PORT BLAIR, IN","2023-06-03","82","86","75"
"IN099999901","PORT BLAIR, IN","2023-06-04","78","87",
"IN099999901","PORT BLAIR, IN","2023-06-05","82","88",
"IN099999901","PORT BLAIR, IN","2023-06-06","80","87",
"IN099999901","PORT BLAIR, IN","2023-06-07","78","86","73"
"IN099999901","PORT BLAIR, IN","2023-06-08","83","87","74"
"IN099999901","PORT BLAIR, IN","2023-06-09","82","88",
"IN099999901","PORT BLAIR, IN","2023-06-10","84",,"79"
"IN099999901","PORT BLAIR, IN","2023-06-11","80","85",
"IN099999901","PORT BLAIR, IN","2023-06-12","80","86","75"
"IN099999901","PORT BLAIR, IN","2023-06-13","83","88","78"
"IN099999901","PORT BLAIR, IN","2023-06-14","79","83","76"
"IN099999901","PORT BLAIR, IN","2023-06-15","80","85","76"
"IN099999901","PORT BLAIR, IN","2023-06-16","82","88","78"
"IN099999901","PORT BLAIR, IN","2023-06-17","82","88",
"IN099999901","PORT BLAIR, IN","2023-06-18","82","87","78"
"IN099999901","PORT BLAIR, IN","2023-06-19","83","88","79"
"IN099999901","PORT BLAIR, IN","2023-06-20","83","88","80"
"IN099999901","PORT BLAIR, IN","2023-06-21","83","89","79"
"IN099999901","PORT BLAIR, IN","2023-06-22","83",,"80"
"IN099999901","PORT BLAIR, IN","2023-06-23","84","89","80"
"IN099999901","PORT BLAIR, IN","2023-06-24","83","88","81"
"IN099999901","PORT BLAIR, IN","2023-06-25","84","89","80"
"IN099999901","PORT BLAIR, IN","2023-06-26","81","88",
"IN099999901","PORT BLAIR, IN","2023-06-27","81","87","75"
"IN099999901","PORT BLAIR, IN","2023-06-28","81","86",
"IN099999901","PORT BLAIR, IN","2023-06-29","79","89","75"
"IN099999901","PORT BLAIR, IN","2023-06-30","79","89","76"
"IN099999901","PORT BLAIR, IN","2023-07-01","79","87","75"
"IN099999901","PORT BLAIR, IN","2023-07-02","80",,"76"
"IN099999901","PORT BLAIR, IN","2023-07-03","80","84",
"IN099999901","PORT BLAIR, IN","2023-07-04","81",,"76"
"IN099999901","PORT BLAIR, IN","2023-07-05","79","86","74"
"IN099999901","PORT BLAIR, IN","2023-07-06","82","88","76"
"IN099999901","PORT BLAIR, IN","2023-07-07","82","87","78"
"IN099999901","PORT BLAIR, IN","2023-07-08","78","82",
"IN099999901","PORT BLAIR, IN","2023-07-09","79","86","74"
"IN099999901","PORT BLAIR, IN","2023-07-10","80","87","75"
"IN099999901","PORT BLAIR, IN","2023-07-11","79","84","75"
"IN099999901","PORT BLAIR, IN","2023-07-12","83","88","78"
"IN099999901","PORT BLAIR, IN","2023-07-13","82",,"78"
"IN099999901","PORT BLAIR, IN","2023-07-14","83","88","79"
"IN099999901","PORT BLAIR, IN","2023-07-15","84","88","80"
"IN099999901","PORT BLAIR, IN","2023-07-16","83","88","79"
"IN099999901","PORT BLAIR, IN","2023-07-17","83","86","80"
"IN099999901","PORT BLAIR, IN","2023-07-18","83","86","79"
"IN099999901","PORT BLAIR, IN","2023-07-19","84","88","82"
"IN099999901","PORT BLAIR, IN","2023-07-20","82",,
"IN099999901","PORT BLAIR, IN","2023-07-21","81","85","77"
"IN099999901","PORT BLAIR, IN","2023-07-22","81","86",
"IN099999901","PORT BLAIR, IN","2023-07-23","77","85","72"
"IN099999901","PORT BLAIR, IN","2023-07-24","79","85","74"
"IN099999901","PORT BLAIR, IN","2023-07-25","79",,
"IN099999901","PORT BLAIR, IN","2023-07-26","83","87","75"
"IN099999901","PORT BLAIR, IN","2023-07-27","83",,"80"
"IN099999901","PORT BLAIR, IN","2023-07-28","83","86","80"
"IN099999901","PORT BLAIR, IN","2023-07-29","84","86","80"
"IN099999901","PORT BLAIR, IN","2023-07-30","83","86","81"
"IN099999901","PORT BLAIR, IN","2023-07-31","84","87","81"
"IN099999901","PORT BLAIR, IN","2023-08-01","84",,"80"
"IN099999901","PORT BLAIR, IN","2023-08-02","84","88",
"IN099999901","PORT BLAIR, IN","2023-08-03","83","87","81"
"IN099999901","PORT BLAIR, IN","2023-08-04","83","87","81"
"IN099999901","PORT BLAIR, IN","2023-08-05","83","87","77"
"IN099999901","PORT BLAIR, IN","2023-08-06","82","87","78"
"IN099999901","PORT BLAIR, IN","2023-08-07","83","88","79"
"IN099999901","PORT BLAIR, IN","2023-08-08","84","88","80"
"IN099999901","PORT BLAIR, IN","2023-08-09","83","88",
"IN099999901","PORT BLAIR, IN","2023-08-10","81","88",
"IN099999901","PORT BLAIR, IN","2023-08-11","83","87","79"
"IN099999901","PORT BLAIR, IN","2023-08-12","82","88","78"
"IN099999901","PORT BLAIR, IN","2023-08-13","83","89","79"
"IN099999901","PORT BLAIR, IN","2023-08-14","81","85","77"
"IN099999901","PORT BLAIR, IN","2023-08-15","78","82",
"IN099999901","PORT BLAIR, IN","2023-08-16","81","85","74"
"IN099999901","PORT BLAIR, IN","2023-08-17","83","87","80"
"IN099999901","PORT BLAIR, IN","2023-08-18","83","88","80"
"IN099999901","PORT BLAIR, IN","2023-08-19","83","88","79"
"IN099999901","PORT BLAIR, IN","2023-08-20","83","87","79"
"IN099999901","PORT BLAIR, IN","2023-08-21","78","83",
"IN099999901","PORT BLAIR, IN","2023-08-22","78","84","75"
"IN099999901","PORT BLAIR, IN","2023-08-23","79","84","76"
"IN099999901","PORT BLAIR, IN","2023-08-24","78",,"76"
"IN099999901","PORT BLAIR, IN","2023-08-25","81",,"76"
"IN099999901","PORT BLAIR, IN","2023-08-26","81","87",
"IN099999901","PORT BLAIR, IN","2023-08-27","82","87","77"
"IN099999901","PORT BLAIR, IN","2023-08-28","81",,
"IN099999901","PORT BLAIR, IN","2023-08-29","79","86","75"
"IN099999901","PORT BLAIR, IN","2023-08-30","81","86","76"
"IN099999901","PORT BLAIR, IN","2023-08-31","80",,
"IN099999901","PORT BLAIR, IN","2023-09-01","78","80","75"
"IN099999901","PORT BLAIR, IN","2023-09-02","78","83","76"
"IN099999901","PORT BLAIR, IN","2023-09-03","78",,"74"
"IN099999901","PORT BLAIR, IN","2023-09-04","80","87",
"IN099999901","PORT BLAIR, IN","2023-09-05","81","84",
"IN099999901","PORT BLAIR, IN","2023-09-06","82","86",
"IN099999901","PORT BLAIR, IN","2023-09-07","83",,"77"
"IN099999901","PORT BLAIR, IN","2023-09-08","82","86","78"
"IN099999901","PORT BLAIR, IN","2023-09-09","81","86",
"IN099999901","PORT BLAIR, IN","2023-09-10","77",,
"IN099999901","PORT BLAIR, IN","2023-09-11","79","83",
"IN099999901","PORT BLAIR, IN","2023-09-12","80","86",
"IN099999901","PORT BLAIR, IN","2023-09-13","81","85","76"
"IN099999901","PORT BLAIR, IN","2023-09-14","78","81","74"
"IN099999901","PORT BLAIR, IN","2023-09-15","80","84",
"IN099999901","PORT BLAIR, IN","2023-09-16","78","85",
"IN099999901","PORT BLAIR, IN","2023-09-17","78","83","74"
"IN099999901","PORT BLAIR, IN","2023-09-18","78",,"74"
"IN099999901","PORT BLAIR, IN","2023-09-19","82","88","74"
"IN099999901","PORT BLAIR, IN","2023-09-20","81","87","76"
"IN099999901","PORT BLAIR, IN","2023-09-21","82",,"77"
"IN099999901","PORT BLAIR, IN","2023-09-22","79",,
"IN099999901","PORT BLAIR, IN","2023-09-23","78",,"76"
"IN099999901","PORT BLAIR, IN","2023-09-24","77","80","75"
"IN099999901","PORT BLAIR, IN","2023-09-25","79","85","74"
"IN099999901","PORT BLAIR, IN","2023-09-26","78","84","75"
"IN099999901","PORT BLAIR, IN","2023-09-27","77","80","76"
"IN099999901","PORT BLAIR, IN","2023-09-28","77",,"75"
"IN099999901","PORT BLAIR, IN","2023-09-29","79","83","76"
"IN099999901","PORT BLAIR, IN","2023-09-30","79","85","76"
"IN099999901","PORT BLAIR, IN","2023-10-01","79","85","76"
"IN099999901","PORT BLAIR, IN","2023-10-02","79","86","76"
"IN099999901","PORT BLAIR, IN","2023-10-03","78","81","76"
"IN099999901","PORT BLAIR, IN","2023-10-04","78","83","75"
"IN099999901","PORT BLAIR, IN","2023-10-05","80",,"76"
"IN099999901","PORT BLAIR, IN","2023-10-06","80",,
"IN099999901","PORT BLAIR, IN","2023-10-07","80","85","76"
"IN099999901","PORT BLAIR, IN","2023-10-08","81","87","77"
"IN099999901","PORT BLAIR, IN","2023-10-09","81","88","77"
"IN099999901","PORT BLAIR, IN","2023-10-10","80","87","77"
"IN099999901","PORT BLAIR, IN","2023-10-11","80","88","77"
"IN099999901","PORT BLAIR, IN","2023-10-12","81","89","77"
"IN099999901","PORT BLAIR, IN","2023-10-13","81","88","77"
"IN099999901","PORT BLAIR, IN","2023-10-14","80","88","77"
"IN099999901","PORT BLAIR, IN","2023-10-15","81","89","77"
"IN099999901","PORT BLAIR, IN","2023-10-16","83","89","77"
"IN099999901","PORT BLAIR, IN","2023-10-17","83","89","78"
"IN099999901","PORT BLAIR, IN","2023-10-18","80","89",
"IN099999901","PORT BLAIR, IN","2023-10-19","80","87","74"
"IN099999901","PORT BLAIR, IN","2023-10-20","81","89",
"IN099999901","PORT BLAIR, IN","2023-10-21","78","86",
"IN099999901","PORT BLAIR, IN","2023-10-22","80","88","76"
"IN099999901","PORT BLAIR, IN","2023-10-23","81","87","77"
"IN099999901","PORT BLAIR, IN","2023-10-24","80","89",
"IN099999901","PORT BLAIR, IN","2023-10-25","80","90","76"
"IN099999901","PORT BLAIR, IN","2023-10-26","82","89","76"
"IN099999901","PORT BLAIR, IN","2023-10-27","82","89","78"
"IN099999901","PORT BLAIR, IN","2023-10-28","82","90",
"IN099999901","PORT BLAIR, IN","2023-10-29","81","89","76"
"IN099999901","PORT BLAIR, IN","2023-10-30","84","89","77"
"IN099999901","PORT BLAIR, IN","2023-10-31","81","88",
"IN099999901","PORT BLAIR, IN","2023-11-01","80","83","74"
"IN099999901","PORT BLAIR, IN","2023-11-02","82","88",
"IN099999901","PORT BLAIR, IN","2023-11-03","82","89","76"
"IN099999901","PORT BLAIR, IN","2023-11-04","82","88","77"
"IN099999901","PORT BLAIR, IN","2023-11-05","83","89","77"
"IN099999901","PORT BLAIR, IN","2023-11-06","83","89","78"
"IN099999901","PORT BLAIR, IN","2023-11-07","83","89",
"IN099999901","PORT BLAIR, IN","2023-11-08","83","89","78"
"IN099999901","PORT BLAIR, IN","2023-11-09","82","90","78"
"IN099999901","PORT BLAIR, IN","2023-11-10","82","89","77"
"IN099999901","PORT BLAIR, IN","2023-11-11","83","89","76"
"IN099999901","PORT BLAIR, IN","2023-11-12","82","90",
